rank,school,year,champion
15,Abilene Christian,2019,False
1,Virginia,2019,True
16,Gardner-Webb,2019,False
8,Ole Miss,2019,False
9,Oklahoma,2019,False
5,Wisconsin,2019,False
12,Oregon,2019,False
4,Kansas State,2019,False
13,UC-Irvine,2019,False
6,Villanova,2019,False
11,Saint Mary's,2019,False
3,Purdue,2019,False
14,Old Dominion,2019,False
7,Cincinnati,2019,False
10,Iowa,2019,False
2,Tennessee,2019,False
15,Colgate,2019,False
1,Gonzaga,2019,False
16,FDU,2019,False
8,Syracuse,2019,False
9,Baylor,2019,False
5,Marquette,2019,False
12,Murray State,2019,False
4,Florida State,2019,False
13,Vermont,2019,False
6,Buffalo,2019,False
11,Arizona State,2019,False
3,Texas Tech,2019,False
14,Northern Kentucky,2019,False
7,Nevada,2019,False
10,Florida,2019,False
2,Michigan,2019,False
15,Montana,2019,False
1,Michigan,2021,False
16,Texas Southern,2021,False
8,LSU,2021,False
9,St. Bonaventure,2021,False
5,Colorado,2021,False
12,Georgetown,2021,False
4,Florida State,2021,False
13,UNC Greensboro,2021,False
6,BYU,2021,False
11,UCLA,2021,False
3,Texas,2021,False
14,Abilene Christian,2021,False
7,UConn,2021,False
10,Maryland,2021,False
2,Alabama,2021,False
15,Iona,2021,False
1,Illinois,2021,False
16,Drexel,2021,False
8,Loyola (IL),2021,False
9,Georgia Tech,2021,False
5,Tennessee,2021,False
12,Oregon State,2021,False
4,Oklahoma State,2021,False
13,Liberty,2021,False
6,San Diego State,2021,False
11,Syracuse,2021,False
3,West Virginia,2021,False
14,Morehead State,2021,False
7,Clemson,2021,False
10,Rutgers,2021,False
2,Houston,2021,False
15,Cleveland State,2021,False
1,Baylor,2021,True
16,Hartford,2021,False
8,UNC,2021,False
9,Wisconsin,2021,False
5,Villanova,2021,False
12,Winthrop,2021,False
4,Purdue,2021,False
13,North Texas,2021,False
6,Texas Tech,2021,False
11,Utah State,2021,False
3,Arkansas,2021,False
14,Colgate,2021,False
7,Florida,2021,False
10,Virginia Tech,2021,False
2,Ohio State,2021,False
15,Oral Roberts,2021,False
1,Gonzaga,2021,False
16,Norfolk State,2021,False
8,Oklahoma,2021,False
9,Missouri,2021,False
5,Creighton,2021,False
12,UCSB,2021,False
4,Virginia,2021,False
13,Ohio,2021,False
6,USC,2021,False
11,Drake,2021,False
3,Kansas,2021,False
14,Eastern Washington,2021,False
7,Oregon,2021,False
10,VCU,2021,False
2,Iowa,2021,False
15,Grand Canyon,2021,False
1,Baylor,2022,False
16,Norfolk State,2022,False
8,UNC,2022,False
9,Marquette,2022,False
5,Saint Mary's,2022,False
12,Indiana,2022,False
4,UCLA,2022,False
13,Akron,2022,False
6,Texas,2022,False
11,Virginia Tech,2022,False
3,Purdue,2022,False
14,Yale,2022,False
7,Murray State,2022,False
10,San Francisco,2022,False
2,Kentucky,2022,False
15,St. Peter's,2022,False
1,Kansas,2022,True
16,Texas Southern,2022,False
8,San Diego State,2022,False
9,Creighton,2022,False
5,Iowa,2022,False
12,Richmond,2022,False
4,Providence,2022,False
13,South Dakota State,2022,False
6,LSU,2022,False
11,Iowa State,2022,False
3,Wisconsin,2022,False
14,Colgate,2022,False
7,USC,2022,False
10,Miami (FL),2022,False
2,Auburn,2022,False
15,Jacksonville State,2022,False
1,Arizona,2022,False
16,Wright State,2022,False
8,Seton Hall,2022,False
9,TCU,2022,False
5,Houston,2022,False
12,UAB,2022,False
4,Illinois,2022,False
13,Chattanooga,2022,False
6,Colorado State,2022,False
11,Michigan,2022,False
3,Tennessee,2022,False
14,Longwood,2022,False
7,Ohio State,2022,False
10,Loyola (IL),2022,False
2,Villanova,2022,False
15,Delaware,2022,False
1,Gonzaga,2022,False
16,Georgia State,2022,False
8,Boise State,2022,False
9,Memphis,2022,False
5,UConn,2022,False
12,New Mexico State,2022,False
4,Arkansas,2022,False
13,Vermont,2022,False
6,Alabama,2022,False
11,Notre Dame,2022,False
3,Texas Tech,2022,False
14,Montana State,2022,False
7,Michigan State,2022,False
10,Davidson,2022,False
2,Duke,2022,False
15,Cal State Fullerton,2022,False
1,Purdue,2023,False
16,FDU,2023,False
8,Memphis,2023,False
9,Florida Atlantic,2023,False
5,Duke,2023,False
12,Oral Roberts,2023,False
4,Tennessee,2023,False
13,Louisiana,2023,False
6,Kentucky,2023,False
11,Providence,2023,False
3,Kansas State,2023,False
14,Montana State,2023,False
7,Michigan State,2023,False
10,USC,2023,False
2,Marquette,2023,False
15,Vermont,2023,False
1,Houston,2023,False
16,Northern Kentucky,2023,False
8,Iowa,2023,False
9,Auburn,2023,False
5,Miami (FL),2023,False
12,Drake,2023,False
4,Indiana,2023,False
13,Kent State,2023,False
6,Iowa State,2023,False
11,Pitt,2023,False
3,Xavier,2023,False
14,Kennesaw State,2023,False
7,Texas A&M,2023,False
10,Penn State,2023,False
2,Texas,2023,False
15,Colgate,2023,False
1,Alabama,2023,False
16,Texas A&M-Corpus Christi,2023,False
8,Maryland,2023,False
9,West Virginia,2023,False
5,San Diego State,2023,False
12,College of Charleston,2023,False
4,Virginia,2023,False
13,Furman,2023,False
6,Creighton,2023,False
11,NC State,2023,False
3,Baylor,2023,False
14,UCSB,2023,False
7,Missouri,2023,False
10,Utah State,2023,False
2,Arizona,2023,False
15,Princeton,2023,False
1,Kansas,2023,False
16,Howard,2023,False
8,Arkansas,2023,False
9,Illinois,2023,False
5,Saint Mary's,2023,False
12,VCU,2023,False
4,UConn,2023,True
13,Iona,2023,False
6,TCU,2023,False
11,Arizona State,2023,False
3,Gonzaga,2023,False
14,Grand Canyon,2023,False
7,Northwestern,2023,False
10,Boise State,2023,False
2,UCLA,2023,False
15,UNC Asheville,2023,False
1,UConn,2024,True
16,Stetson,2024,False
8,Florida Atlantic,2024,False
9,Northwestern,2024,False
5,San Diego State,2024,False
12,UAB,2024,False
4,Auburn,2024,False
13,Yale,2024,False
6,BYU,2024,False
11,Duquesne,2024,False
3,Illinois,2024,False
14,Morehead State,2024,False
7,Washington State,2024,False
10,Drake,2024,False
2,Iowa State,2024,False
15,South Dakota State,2024,False
1,Purdue,2024,False
16,Grambling,2024,False
8,Utah State,2024,False
9,TCU,2024,False
5,Gonzaga,2024,False
12,McNeese State,2024,False
4,Kansas,2024,False
13,Samford,2024,False
6,South Carolina,2024,False
11,Oregon,2024,False
3,Creighton,2024,False
14,Akron,2024,False
7,Texas,2024,False
10,Colorado State,2024,False
2,Tennessee,2024,False
15,St. Peter's,2024,False
1,Houston,2024,False
16,Longwood,2024,False
8,Nebraska,2024,False
9,Texas A&M,2024,False
5,Wisconsin,2024,False
12,James Madison,2024,False
4,Duke,2024,False
13,Vermont,2024,False
6,Texas Tech,2024,False
11,NC State,2024,False
3,Kentucky,2024,False
14,Oakland,2024,False
7,Florida,2024,False
10,Colorado,2024,False
2,Marquette,2024,False
15,Western Kentucky,2024,False
1,UNC,2024,False
16,Wagner,2024,False
8,Mississippi State,2024,False
9,Michigan State,2024,False
5,Saint Mary's,2024,False
12,Grand Canyon,2024,False
4,Alabama,2024,False
13,College of Charleston,2024,False
6,Clemson,2024,False
11,New Mexico,2024,False
3,Baylor,2024,False
14,Colgate,2024,False
7,Dayton,2024,False
10,Nevada,2024,False
2,Arizona,2024,False
15,Long Beach State,2024,False
1,Duke,2025,False
16,Mount St. Mary's,2025,False
8,Mississippi State,2025,False
9,Baylor,2025,False
5,Oregon,2025,False
12,Liberty,2025,False
4,Arizona,2025,False
13,Akron,2025,False
6,BYU,2025,False
11,VCU,2025,False
3,Wisconsin,2025,False
14,Montana,2025,False
7,Saint Mary's,2025,False
10,Vanderbilt,2025,False
2,Alabama,2025,False
15,Robert Morris,2025,False
1,Houston,2025,False
16,SIU-Edwardsville,2025,False
8,Gonzaga,2025,False
9,Georgia,2025,False
5,Clemson,2025,False
12,McNeese State,2025,False
4,Purdue,2025,False
13,High Point,2025,False
6,Illinois,2025,False
11,Xavier,2025,False
3,Kentucky,2025,False
14,Troy,2025,False
7,UCLA,2025,False
10,Utah State,2025,False
2,Tennessee,2025,False
15,Wofford,2025,False
1,Auburn,2025,False
16,Alabama State,2025,False
8,Louisville,2025,False
9,Creighton,2025,False
5,Michigan,2025,False
12,UC-San Diego,2025,False
4,Texas A&M,2025,False
13,Yale,2025,False
6,Ole Miss,2025,False
11,UNC,2025,False
3,Iowa State,2025,False
14,Lipscomb,2025,False
7,Marquette,2025,False
10,New Mexico,2025,False
2,Michigan State,2025,False
15,Bryant,2025,False
1,Florida,2025,True
16,Norfolk State,2025,False
8,UConn,2025,False
9,Oklahoma,2025,False
5,Memphis,2025,False
12,Colorado State,2025,False
4,Maryland,2025,False
13,Grand Canyon,2025,False
6,Missouri,2025,False
11,Drake,2025,False
3,Texas Tech,2025,False
14,UNC Wilmington,2025,False
7,Kansas,2025,False
10,Arkansas,2025,False
2,St. John's (NY),2025,False
15,Omaha,2025,False
